name	x	y	z	size
EKG1	n/a	n/a	n/a	n/a
EKG2	n/a	n/a	n/a	n/a
LA01	-31.7866	-3.16658	-19.54895705	n/a
LA02	-38.0347	-4.88247	-17.42257875	n/a
LA03	-42.4954	-7.46513	-14.46727517	n/a
LA04	-46.2455	-10.6305	-14.6136824	n/a
LA05	-52.3995	-14.3483	-15.37276099	n/a
LA06	-58.1517	-14.9657	-14.17846498	n/a
LA07	-63.1201	-16.3104	-12.57857171	n/a
LA08	-67.437	-17.8057	-11.47432164	n/a
LA09	-71.2687	-18.3436	-9.002822847	n/a
LA10	-75.2669	-19.054	-6.682005173	n/a
LA11	-79.8865	-20.6101	-3.770202853	n/a
LA12	-84.6793	-21.7736	-1.965250063	n/a
LB01	-35.9422	-12.1823	-15.38084557	n/a
LB02	-40.2856	-15.7203	-14.06584117	n/a
LB03	-44.5766	-18.8392	-14.42394062	n/a
LB04	-50.47	-21.1379	-14.78213873	n/a
LB05	-55.7916	-22.812	-14.57210342	n/a
LB06	-60.0375	-26.2944	-14.60807776	n/a
LB07	-63.8304	-30.8299	-13.11181997	n/a
LB08	-67.4793	-34.3576	-9.698666343	n/a
LB09	-71.4926	-36.0848	-8.113111179	n/a
LB10	-75.3749	-37.6381	-7.079243907	n/a
LB11	-79.461	-39.5497	-5.808966827	n/a
LB12	-84.219	-42.266	-3.512967744	n/a
LC01	-34.7906	-31.1036	-5.97155876	n/a
LC02	-38.6004	-35.0035	-4.386854683	n/a
LC03	-41.9599	-37.5907	-4.363032129	n/a
LC04	-45.4199	-40.8598	-3.007812922	n/a
LC05	-49.0478	-45.2953	-1.178772414	n/a
LC06	-52.7379	-48.3622	-1.719858467	n/a
LC07	-57.7504	-53.395	-0.068982486	n/a
LC08	-61.0497	-56.1068	3.860221263	n/a
LD01	-39.0194	-46.3229	-5.118129862	n/a
LD02	-43.8781	-45.9653	-2.924568748	n/a
LD03	-49.0478	-45.2953	-1.178772414	n/a
LD04	-53.8671	-46.786	2.478622219	n/a
LD05	-58.4053	-46.8884	5.573111499	n/a
LD06	-62.4822	-45.3784	8.969022669	n/a
LD07	-68.1932	-44.1179	14.31432145	n/a
LD08	-73.2905	-44.8036	16.11319769	n/a
LE01	-15.1169	-49.0336	31.22909734	n/a
LE02	-22.5319	-49.811	30.81063426	n/a
LE03	-29.0722	-50.7729	30.85107131	n/a
LE04	-34.482	-51.517	31.47618127	n/a
LE05	-38.9498	-52.7643	31.42870052	n/a
LE06	-43.7054	-55.987	30.78944935	n/a
LE07	-48.5156	-57.0311	29.73063323	n/a
LE08	-54.5627	-55.818	29.46808058	n/a
LE09	-61.8921	-54.2155	29.57051193	n/a
LE11	-72.9895	-53.8402	28.1175195	n/a
LE12	-77.9701	-55.3364	27.8162879	n/a
LF01	-35.6698	-2.13813	9.116773891	n/a
LF02	-34.8686	-3.26504	14.97360542	n/a
LF03	-35.1781	-4.24062	21.12370418	n/a
LF04	-34.6868	-6.02492	27.5338961	n/a
LF05	-34.5525	-5.75002	31.89584536	n/a
LF06	-34.9727	-4.97343	37.97197249	n/a
LF07	-36.8087	-4.94449	43.33551493	n/a
LF08	-38.2192	-4.423	48.1534569	n/a
LG01	-12.0791	22.0819	25.27070112	n/a
LG02	-18.9645	23.9635	25.50814232	n/a
LG03	-26.1028	25.9432	26.86761541	n/a
LG04	-31.9665	27.2631	30.96763574	n/a
LG05	-36.8677	28.0158	33.56483191	n/a
LG06	-41.8157	29.131	35.59393745	n/a
LG07	-46.6824	30.5003	35.95271936	n/a
LG08	n/a	n/a	n/a	n/a
LH01	-21.7081	24.3108	-6.484270998	n/a
LH02	-22.4448	25.7022	-0.52473446	n/a
LH04	-24.7294	26.9695	9.982820969	n/a
LH05	-23.8768	27.5626	15.37204483	n/a
LH06	-24.3473	29.1022	19.8497623	n/a
LH07	-24.8061	30.6121	24.27866968	n/a
LH08	-27.2979	32.4996	30.95008982	n/a
RA01	18.7718	-10.1654	-18.92225113	n/a
RA02	22.4427	-12.387	-19.06212271	n/a
RA03	26.7044	-14.6814	-19.25446582	n/a
RA04	31.2211	-17.4584	-19.87898437	n/a
RA05	35.9448	-20.1721	-21.37057155	n/a
RA06	39.4512	-23.0721	-22.07349285	n/a
RA07	44.1238	-25.2215	-20.74326079	n/a
RA08	50.1032	-26.5607	-19.44523796	n/a
RB01	22.9693	-20.2938	-21.80602521	n/a
RB02	26.4052	-23.8367	-21.39052282	n/a
RB03	29.6456	-27.899	-19.98545371	n/a
RB04	31.8164	-30.9206	-18.43983061	n/a
RB05	35.552	-34.5469	-17.29335362	n/a
RB06	40.5129	-39.177	-18.62218171	n/a
RB07	43.4593	-45.3881	-18.8612085	n/a
RB08	48.6532	-50.099	-17.01972332	n/a
RB09	53.5287	-53.5747	-15.93370858	n/a
RB10	59.3566	-56.1138	-15.91879959	n/a
RB11	65.6431	-58.8983	-14.6379108	n/a
RB12	69.0009	-60.7851	-12.75769282	n/a
