name	x	y	z	size
EKG1	n/a	n/a	n/a	n/a
EKG2	n/a	n/a	n/a	n/a
LA01	-19.4329	5.80153	-14.1352678348335	n/a
LA02	-23.9838	1.76356	-12.989738941289	n/a
LA03	-28.9898	-0.899136	-13.1011724503499	n/a
LA04	-33.0571	-4.88654	-11.6218204284143	n/a
LA05	-38.0982	-7.58655	-11.507690730789	n/a
LA06	-42.6309	-11.2421	-10.544844129128	n/a
LA07	-47.1024	-13.7591	-10.6651076672729	n/a
LA08	-53.5062	-16.2402	-10.7375803472317	n/a
LA09	-60.1755	-19.4176	-12.4427294619392	n/a
LA10	-64.7922	-22.21	-10.2323321272466	n/a
LB01	-29.0083	-7.0015	-13.8146884649363	n/a
LB02	-33.7579	-11.5781	-14.4816309374212	n/a
LB03	-38.9457	-15.5219	-14.9055681648379	n/a
LB04	-43.031	-19.3467	-13.2384788536032	n/a
LB05	-47.7302	-23.6956	-11.1560198386361	n/a
LB06	-50.5264	-27.6578	-11.2887505674114	n/a
LB07	-54.3743	-32.0106	-10.5499984315402	n/a
LB08	-59.1338	-35.7568	-7.85000860915451	n/a
LB09	-64.6446	-37.8757	-5.16570903097339	n/a
LB10	-69.912	-39.5859	-3.74679660001646	n/a
LC01	-26.9809	-23.128	-9.99130564490402	n/a
LC02	-31.316	-27.799	-8.14139578607973	n/a
LC03	-34.8448	-33.0161	-7.96600655160733	n/a
LC04	-37.4925	-38.3636	-6.13819970124074	n/a
LC05	-40.7857	-44.0296	-8.1435795668221	n/a
LC06	-43.2894	-47.5203	-7.11079570064457	n/a
LC07	-45.9612	-49.9411	-4.21409229403037	n/a
LC08	-49.8277	-53.7417	-2.48060235259126	n/a
LC09	-54.2539	-56.844	0.664312855018283	n/a
LC10	-59.0353	-59.4413	3.7603434553551	n/a
LD01	-29.4548	-1.53899	-10.2785954724004	n/a
LD02	-27.7311	-4.04451	0.153305419680614	n/a
LD03	-25.2857	-4.19446	12.0966766866697	n/a
LD04	-23.4398	-5.53614	27.0775185294958	n/a
LD05	-24.2132	-6.11537	42.1421794101235	n/a
LD06	-23.4713	-5.35928	50.9689837051652	n/a
LD07	-18.8987	-3.16208	58.961630730097	n/a
LD08	-18.047	-1.01832	71.6938150705311	n/a
LE01	-2.23775	49.7565	3.78591891079339	n/a
LE02	-8.54951	47.13	2.0332692490361	n/a
LE03	-15.6325	42.6461	1.25090346806469	n/a
LE04	-21.0937	42.029	0.400975167051648	n/a
LE05	-27.1262	41.7318	-0.667342831860505	n/a
LE06	-33.0675	41.1123	-0.957542847182503	n/a
LE07	-37.6714	41.8158	-0.344092058405746	n/a
LE08	-43.6455	43.4297	1.14011480704567	n/a
LE09	-50.7615	41.3515	1.85511023490912	n/a
RA01	19.2243	-8.49527	-14.0269630772421	n/a
RA02	24.8009	-8.54318	-15.5846454264418	n/a
RA03	31.5696	-9.39434	-18.076392672194	n/a
RA04	37.3793	-11.4935	-20.4678328874126	n/a
RA05	41.155	-11.9129	-20.6612018108663	n/a
RA06	44.9546	-11.4697	-19.6722857342864	n/a
RA07	49.1999	-12.4366	-21.9935054300892	n/a
RA08	55.5974	-13.2957	-24.04400770802	n/a
RA09	62.3041	-13.01	-24.6611519529044	n/a
RA10	68.6505	-12.8913	-25.2081972883151	n/a
RB01	21.6792	-18.7279	-17.9391900176564	n/a
RB02	27.709	-21.9545	-16.8078351864402	n/a
RB03	32.9137	-25.967	-16.4001754623989	n/a
RB04	37.4773	-29.2057	-14.1998916204886	n/a
RB05	41.9922	-31.5069	-11.6601037768882	n/a
RB06	47.7256	-35.013	-7.73114533555954	n/a
RB07	53.0578	-39.3974	-3.43726330688759	n/a
RB08	57.9404	-42.9958	-1.6407728613681	n/a
RB09	62.5161	-44.5551	-0.373108594821047	n/a
RB10	66.696	-45.777	2.00473309690712	n/a
RC01	22.5684	-25.7101	-13.5104482928201	n/a
RC02	32.9008	-36.9233	-11.5547013105673	n/a
RC03	39.7934	-48.2619	-11.2096954262785	n/a
RC04	48.7324	-52.5448	-3.00989096099161	n/a
RC05	56.2385	-59.785	-0.459947098214854	n/a
RC06	64.2373	-66.0006	0.745841009172395	n/a
RC07	69.1521	-70.794	1.92146086199665	n/a
RC08	72.7159	-74.0511	3.48623153077134	n/a
RD01	38.9136	12.008	-10.2327394608159	n/a
RD02	39.9008	4.77318	0.176866612794829	n/a
RD03	40.0838	1.21415	10.3547246242279	n/a
RD04	38.9384	-5.70632	19.4519494930357	n/a
RD05	39.2723	-10.4136	33.5448635262832	n/a
RD06	40.0982	-16.3351	43.8366270697554	n/a
RD07	39.8783	-25.1389	57.3033376325963	n/a
RD08	42.2827	-31.7021	65.4874343484667	n/a
RE01	4.2879	46.4331	2.03398971928792	n/a
RE02	16.6687	41.3441	3.15638452904163	n/a
RE03	27.5077	36.8019	3.41039886280629	n/a
RE04	36.1606	37.0	5.05922712036936	n/a
RE05	47.986	38.2833	8.3555271980516	n/a
RE07	71.6666	32.1107	10.0244873705546	n/a
RE08	81.7114	29.8837	10.7168122161619	n/a
RF01	8.36049	-35.4781	34.7651156238244	n/a
RF02	18.6698	-40.6964	34.2291058581101	n/a
RF03	29.6448	-43.158	34.8304732737387	n/a
RF04	38.6017	-48.7403	27.4437068083694	n/a
RF05	49.2768	-57.5969	22.0114874471159	n/a
RF06	60.6151	-58.7148	23.3703250470349	n/a
RF07	72.889	-59.3064	23.0398517717836	n/a
RF08	80.5688	-60.4209	23.0961046377978	n/a
RG01	35.0106	-35.4557	-6.27768978396003	n/a
RG02	44.08	-43.5626	-7.57758593734146	n/a
RG03	54.456	-48.204	-0.487181289379221	n/a
RG04	63.6114	-52.1045	-0.0497004548973701	n/a
RG05	70.6452	-54.1557	-1.44788313659409	n/a
RG06	74.421	-56.8531	-1.5105377267494	n/a
RG07	81.8226	-59.7422	-2.60985725741893	n/a
RG08	84.6341	-63.9071	-1.24663036706479	n/a
RH01	29.5713	-61.229	-3.3385827371468	n/a
RH02	33.8524	-59.2971	-0.343020013399424	n/a
RH03	37.4078	-57.1647	3.14405328871482	n/a
RH04	40.6806	-53.4556	7.60834480194792	n/a
RH05	46.0352	-51.5023	11.3610672648775	n/a
RH06	48.9182	-52.3939	14.1679225365639	n/a
RH07	51.3918	-54.7614	16.564127680807	n/a
RH08	53.2695	-57.6354	21.0786302219676	n/a
RH09	55.5883	-58.1429	26.7492812221539	n/a
RH10	62.4198	-55.3768	32.2930622113249	n/a
RI01	19.5213	24.1871	-20.3440812803538	n/a
RI02	23.9112	23.0351	-9.50826640141188	n/a
RI03	27.7915	22.5087	1.2895934818221	n/a
RI04	31.2174	21.1195	16.1314794799904	n/a
RI05	35.802	22.0323	28.8825099164191	n/a
RI06	32.052	25.407	42.3120341904128	n/a
RI07	37.6606	27.1175	50.1952751273439	n/a
RI08	40.2857	25.9921	59.162414656401	n/a
