name	x	y	z	size
EKG1	n/a	n/a	n/a	n/a
EKG2	n/a	n/a	n/a	n/a
LA1	-21.7563	1.43061	-24.7184073915181	n/a
LA10	-66.2788	-0.312283	-24.6292812115775	n/a
LA2	-25.984	0.978306	-25.8752683065061	n/a
LA3	-30.4404	0.318307	-26.3038224355921	n/a
LA4	-35.4528	0.402963	-26.9707727106024	n/a
LA5	-40.8211	-0.865655	-27.107538474408	n/a
LA6	-44.9654	-2.30951	-27.2135226880879	n/a
LA7	-50.4646	-2.63322	-26.2708203308748	n/a
LA8	-57.2116	-1.77472	-25.9514030128806	n/a
LA9	-62.4752	-0.599168	-24.8482968957131	n/a
LB1	-27.8156	-11.5934	-18.6761669128765	n/a
LB10	-70.334	-38.1121	-20.7488846088385	n/a
LB2	-32.2775	-15.2039	-19.9389694297786	n/a
LB3	-37.5006	-19.0272	-21.1275760606535	n/a
LB4	-41.8127	-21.9943	-22.7601485629384	n/a
LB5	-46.3185	-24.9252	-21.7311918237894	n/a
LB6	-51.0099	-27.7598	-21.0154450145032	n/a
LB7	-55.8876	-29.1663	-21.0004786394502	n/a
LB8	-61.7449	-31.5229	-20.5963088611014	n/a
LB9	-66.7155	-35.1579	-20.6210031846636	n/a
LC1	-24.8713	-31.451	-17.7310319192593	n/a
LC10	-60.1921	-54.339	-14.0722580353335	n/a
LC2	-28.9423	-34.4303	-18.9655008197584	n/a
LC3	-32.9496	-37.1691	-19.0552846409525	n/a
LC4	-35.8618	-39.1197	-19.2081227229637	n/a
LC5	-38.2157	-42.6886	-16.9399700447971	n/a
LC6	-40.925	-46.6706	-16.2847198588818	n/a
LC7	-45.3058	-50.7235	-15.5209421118218	n/a
LC8	-50.6411	-52.6149	-15.6496809514033	n/a
LC9	-55.4421	-52.6473	-16.4125359047025	n/a
LD1	-35.4904	-59.174	-17.7810222433033	n/a
LD2	-39.2766	-62.2809	-17.8982029803565	n/a
LD3	-42.8956	-64.263	-17.5325780674237	n/a
LD4	-46.329	-66.7607	-15.7271151855027	n/a
LD5	-49.6845	-68.5761	-14.1217460595602	n/a
LD6	-53.4668	-71.4566	-11.9138116615782	n/a
LD7	-57.0064	-74.6623	-10.1495630286658	n/a
LD8	-61.7208	-77.9465	-8.60464251140427	n/a
LE1	-46.1482	13.207	-4.69696839924448	n/a
LE10	-45.9394	14.0745	47.9770726654817	n/a
LE11	-47.2878	14.9377	51.9603127237509	n/a
LE2	-46.0649	14.0402	0.748690933529514	n/a
LE3	-45.4624	15.3726	7.14860180836008	n/a
LE4	-45.8126	16.0443	12.7627867171534	n/a
LE5	-46.3397	16.2423	16.8287857184768	n/a
LE6	-42.9329	17.1506	23.0816771878822	n/a
LE7	-41.6611	18.063	32.8374498041491	n/a
LE8	-43.3411	16.6899	39.4637382207733	n/a
LE9	-44.9378	14.8331	43.8279540499913	n/a
LF1	-15.2183	25.7993	-18.2111956125337	n/a
LF2	-16.6696	27.094	-12.5997561326835	n/a
LF3	-18.5358	27.1059	-8.4040620225921	n/a
LF4	-21.1005	27.3304	-4.04194023232898	n/a
LF5	-24.1694	27.979	0.146152001617393	n/a
LF6	-25.8455	28.1311	5.74803700656501	n/a
LF7	-27.2672	29.2199	10.9573847561701	n/a
LF8	-26.6994	30.7398	18.662052438766	n/a
LG1	-13.1149	66.5699	-15.8213586097705	n/a
LG2	-14.071	65.4788	-10.5829273639061	n/a
LG3	-14.0335	63.9895	-4.90168044886871	n/a
LG4	-15.6265	62.9449	1.7864775666332	n/a
LG5	-13.0907	60.5554	7.51957892242035	n/a
LG6	-13.1488	60.3248	11.590657753701	n/a
LG7	-15.4254	59.8469	16.8363944323862	n/a
LG8	-15.1173	59.4696	21.8395235668975	n/a
LH1	-14.1327	33.8211	-1.34873484516624	n/a
LH2	-20.8508	34.1813	-2.31461148747945	n/a
LH3	-26.9863	33.6083	-2.31600209483489	n/a
LH4	-33.0153	33.2672	-2.41579962594947	n/a
LH5	-39.9031	32.5328	-0.0570136420786662	n/a
LH6	-45.8711	33.1028	1.33566036410083	n/a
LH7	-50.926	33.9345	1.46832567925786	n/a
LH8	-54.853	33.4723	2.46943628784919	n/a
LJ1	-6.76711	-51.4185	22.4790422750927	n/a
LJ2	-12.9208	-51.9879	20.8844024724952	n/a
LJ3	-19.2873	-52.0224	19.8660877502903	n/a
LJ4	-25.1949	-52.1168	21.2100610165384	n/a
LJ5	-29.0949	-52.061	20.9244339868046	n/a
LJ6	-32.9828	-51.5412	20.83600722174	n/a
LJ7	-36.9723	-52.2767	21.3554446082746	n/a
LJ8	-42.1635	-52.8601	18.9191839844252	n/a
RA1	19.5983	-7.09483	-16.9280422221317	n/a
RA10	63.5784	-11.3999	-11.611669585334	n/a
RA2	24.3191	-7.74305	-16.8534108105952	n/a
RA3	29.5271	-8.81476	-16.3659229654018	n/a
RA4	34.8658	-10.0179	-16.840638300725	n/a
RA5	39.9755	-10.1414	-15.4113904496911	n/a
RA6	43.9675	-11.5146	-15.9487301987134	n/a
RA7	48.7979	-11.5672	-16.8043215323397	n/a
RA8	54.6642	-11.8634	-15.2359978776998	n/a
RA9	59.2597	-11.885	-12.2183302435777	n/a
RB1	27.9224	-18.5059	-15.0333729342197	n/a
RB10	72.1742	-31.3345	-19.2478554660148	n/a
RB11	76.2117	-33.7119	-18.1901234297885	n/a
RB2	32.4347	-20.5852	-17.4860383442385	n/a
RB3	36.7968	-22.9966	-18.8491946734443	n/a
RB4	41.3606	-24.2698	-17.9354856391348	n/a
RB5	44.4905	-25.0861	-17.3684083739429	n/a
RB6	47.2531	-25.9789	-17.2956168554451	n/a
RB7	53.8425	-25.8347	-14.6081447512321	n/a
RB8	60.4098	-28.0423	-17.4811080911077	n/a
RB9	67.1161	-30.1082	-19.1481199073737	n/a
RC1	28.2114	-35.8274	-5.60339670778105	n/a
RC10	69.1077	-51.8594	0.701098852378797	n/a
RC11	73.3769	-54.5849	2.08095939081099	n/a
RC12	77.8653	-56.3413	3.01322114130784	n/a
RC2	32.4761	-38.8789	-7.88437335540214	n/a
RC3	37.0615	-40.2614	-8.41931222501421	n/a
RC4	41.2753	-40.5367	-7.37701451902027	n/a
RC5	45.032	-41.4061	-5.05222787973878	n/a
RC6	50.0865	-41.8771	-4.52830206600258	n/a
RC7	54.6709	-43.3541	-2.94150374112529	n/a
RC8	59.8911	-47.0495	1.30433631900423	n/a
RC9	63.9586	-49.5281	1.59278250376544	n/a
RD1	25.2033	-62.4309	-8.33318043296604	n/a
RD2	28.21	-64.4603	-7.19980448007515	n/a
RD3	32.3818	-66.3607	-3.72899407352823	n/a
RD4	37.5268	-67.3287	1.34305537576651	n/a
RD5	40.4666	-69.0336	5.13012947796143	n/a
RD6	44.1302	-70.3077	8.59116395893543	n/a
RD7	47.4723	-71.5605	12.1018111406922	n/a
RD8	49.9649	-74.2161	15.7648682741296	n/a
