name	x	y	z	size
EKG1	n/a	n/a	n/a	n/a
EKG2	n/a	n/a	n/a	n/a
LA1	-11.896858	0.227908	-15.366255	n/a
LA10	-57.008714	-11.506402	-11.350591	n/a
LA11	-62.521754	-12.629964	-10.922908	n/a
LA12	-67.516244	-13.238864	-10.430348	n/a
LA2	-16.933944	-1.389338	-15.127328	n/a
LA3	-21.971035	-3.006688	-14.888382	n/a
LA4	-27.00812	-4.623902	-14.649461	n/a
LA5	-32.023857	-5.73699	-14.283715	n/a
LA6	-37.06084	-7.354245	-14.044787	n/a
LA7	-42.076681	-8.467334	-13.679041	n/a
LA8	-46.977241	-9.280236	-12.082081	n/a
LA9	-51.992977	-10.393324	-11.716335	n/a
LB1	-13.763932	-11.0995	-16.865963	n/a
LB10	-48.682888	-36.905108	3.250932	n/a
LB11	-52.580312	-39.917747	5.321153	n/a
LB12	-55.980436	-42.919994	7.329449	n/a
LB2	-17.640007	-13.608003	-14.668921	n/a
LB3	-21.42236	-16.32051	-11.367476	n/a
LB4	-25.298436	-18.829012	-9.170434	n/a
LB5	-29.195862	-21.841693	-7.100206	n/a
LB6	-33.093286	-24.854343	-5.029985	n/a
LB7	-36.990611	-27.867086	-2.959746	n/a
LB8	-40.888035	-30.879725	-0.889526	n/a
LB9	-44.785464	-33.892468	1.180712	n/a
LC1	-20.459091	-23.947984	-15.791127	n/a
LC10	-49.375164	-60.183159	-4.980095	n/a
LC11	-52.933059	-64.493854	-4.45666	n/a
LC12	-55.857126	-67.989805	-2.637117	n/a
LC2	-23.519682	-28.248225	-15.329626	n/a
LC3	-26.962405	-32.258871	-13.574952	n/a
LC4	-29.90782	-36.258917	-11.882239	n/a
LC5	-32.968414	-40.55922	-11.420727	n/a
LC6	-36.411133	-44.569762	-9.666072	n/a
LC7	-39.471727	-48.870066	-9.20456	n/a
LC8	-42.914446	-52.880608	-7.449905	n/a
LC9	-46.335921	-56.387055	-5.568419	n/a
LD1	-18.439612	-49.846557	-9.850766	n/a
LD10	-59.987039	-44.03427	13.408895	n/a
LD11	-64.347699	-43.828372	15.197554	n/a
LD12	-69.681613	-43.139162	17.236888	n/a
LD2	-23.182505	-49.351002	-6.768946	n/a
LD3	-27.997762	-48.147096	-4.664742	n/a
LD4	-32.337071	-47.436999	-2.749272	n/a
LD5	-37.079959	-46.94134	0.332531	n/a
LD6	-41.419268	-46.231242	2.248001	n/a
LD7	-46.162057	-45.735687	5.329821	n/a
LD8	-50.501465	-45.025485	7.245273	n/a
LD9	-55.244254	-44.52993	10.327093	n/a
LE1	-1.185685	-47.992407	19.947291	n/a
LE10	-44.97721	-49.944383	30.981719	n/a
LE11	-49.928998	-49.544935	31.72791	n/a
LE12	-54.808314	-49.853733	33.451699	n/a
LE2	-5.452506	-47.99045	22.840341	n/a
LE3	-9.719328	-47.988494	25.73339	n/a
LE4	-14.577334	-47.793092	27.58399	n/a
LE5	-20.047671	-47.908235	28.265292	n/a
LE6	-24.544858	-48.50669	28.695919	n/a
LE7	-30.036546	-49.126033	29.25041	n/a
LE8	-35.103514	-49.026843	28.7654	n/a
LE9	-40.098001	-49.63569	29.25795	n/a
LF1	-28.722679	-5.80409	-5.377751	n/a
LF10	-30.426809	-23.466411	41.741359	n/a
LF11	-30.49758	-25.505221	47.071667	n/a
LF12	-30.547102	-27.039832	52.528787	n/a
LF2	-28.793451	-7.842921	-0.047439	n/a
LF3	-28.864222	-9.881762	5.282875	n/a
LF4	-28.913643	-11.416418	10.740002	n/a
LF5	-29.481822	-13.465732	16.132254	n/a
LF6	-29.552593	-15.504563	21.462566	n/a
LF7	-29.71719	-17.339401	25.688478	n/a
LF8	-29.809311	-19.882389	30.891971	n/a
LF9	-29.858735	-21.417105	36.349109	n/a
LG1	-31.28362	9.71075	-15.085633	n/a
LG10	-29.687201	28.317283	32.743198	n/a
LG11	-29.681303	30.515904	37.983626	n/a
LG12	-29.199349	32.220823	43.0353	n/a
LG2	-31.277722	11.909372	-9.845205	n/a
LG3	-30.774421	14.118385	-4.666701	n/a
LG4	-30.674695	16.113065	1.678118	n/a
LG5	-30.783977	18.011428	5.687344	n/a
LG6	-30.684148	20.006109	12.032162	n/a
LG7	-30.699602	21.700531	17.145779	n/a
LG8	-30.1963	23.909544	22.324283	n/a
LG9	-29.693098	26.118662	27.50277	n/a
LH1	-1.12125	35.556949	7.511078	n/a
LH10	-44.778956	38.828685	24.54682	n/a
LH11	-49.615569	39.528287	26.524232	n/a
LH12	-54.47353	39.723793	28.374813	n/a
LH2	-5.979217	35.752455	9.361659	n/a
LH3	-10.837167	35.947961	11.21224	n/a
LH4	-15.67378	36.647562	13.189652	n/a
LH5	-20.531745	36.842964	15.040252	n/a
LH6	-25.389705	37.038471	16.890834	n/a
LH7	-30.24767	37.233872	18.741434	n/a
LH8	-35.084382	37.933578	20.718827	n/a
LH9	-39.942347	38.128979	22.569427	n/a
LI1	-15.165278	29.4203	-19.128693	n/a
LI10	-18.588682	41.968215	30.133335	n/a
LI11	-18.510311	43.458591	36.35136	n/a
LI12	-19.044313	44.638422	41.400089	n/a
LI2	-15.69928	30.600132	-14.079965	n/a
LI3	-15.620806	32.090508	-7.86194	n/a
LI4	-16.652113	33.259843	-2.75127	n/a
LI5	-17.164871	34.943769	2.424288	n/a
LI6	-17.107744	35.930051	8.515484	n/a
LI7	-17.620399	37.613977	13.691042	n/a
LI8	-18.133153	39.298007	18.866581	n/a
LI9	-18.076031	40.284184	24.957796	n/a
LJ1	-0.609752	-58.603418	28.835438	n/a
LJ2	-1.632526	-59.654926	34.543272	n/a
LJ3	-3.173924	-61.220921	40.186198	n/a
LJ4	-4.218013	-62.776524	45.767201	n/a
LJ5	-6.350561	-64.149073	50.367678	n/a
LJ6	-7.98579	-65.511127	54.906214	n/a
LJ7	-9.548505	-67.581425	60.422347	n/a
LK1	-1.530743	-25.146087	56.258845	n/a
LK2	-4.096651	-25.016535	61.301698	n/a
LK3	-6.662549	-24.886982	66.344552	n/a
LK4	-9.249767	-25.261629	71.260594	n/a
LK5	-12.406818	-24.938631	75.260998	n/a
LK6	-14.994005	-25.313278	80.17704	n/a
LK7	-18.172404	-25.494375	84.050615	n/a
LK8	-21.660455	-26.093955	90.194931	n/a
LL1	-34.763302	-39.885217	13.535344	n/a
LL2	-39.757686	-40.494063	14.027893	n/a
LL3	-44.752177	-41.103015	14.520462	n/a
LL4	-50.316446	-41.014217	14.097374	n/a
LL5	-55.31083	-41.623063	14.589924	n/a
LL6	-60.305218	-42.232014	15.082492	n/a
LL7	-62.749137	-41.275991	15.645804	n/a
LM1	-32.333746	17.470855	-45.687405	n/a
LM10	-35.537985	-22.823673	-21.725748	n/a
LM11	-35.903057	-26.975389	-19.238315	n/a
LM12	-35.792073	-31.620808	-16.939635	n/a
LM2	-32.720066	12.81494	-43.326784	n/a
LM3	-33.012661	7.955084	-39.861772	n/a
