name	x	y	z	size
EKG1	n/a	n/a	n/a	n/a
EKG2	n/a	n/a	n/a	n/a
LAF14-1	-7.45538	17.0668	36.32381361	n/a
LAF14-2	-9.60338	20.5969	41.2027956	n/a
LAF14-3	-11.5902	26.088	48.10854359	n/a
LAF14-4	-13.1179	31.1479	52.20301675	n/a
LAF14-5	-15.4197	35.517	55.29100551	n/a
LAF14-6	-17.7066	38.7075	59.00826669	n/a
LAF14-7	-19.8719	41.9318	61.92759357	n/a
LAF14-8	-21.1348	44.976	66.15901177	n/a
LPF15-1	-10.9573	7.4987	40.16347622	n/a
LPF15-2	-12.1823	8.89821	45.78374582	n/a
LPF15-5	-22.9988	12.9117	61.39924542	n/a
LPF15-6	-24.4883	12.9144	68.93249827	n/a
LPF15-7	-25.992	12.9286	72.96297103	n/a
LPF15-8	-27.009	13.222	76.70861647	n/a
RAF1-1	9.38317	11.7026	18.86874539	n/a
RAF1-2	11.2237	15.8317	24.22741858	n/a
RAF1-3	11.2914	21.514	34.04633435	n/a
RAF1-4	13.1247	23.9132	38.28762539	n/a
RAF2-1	14.6341	22.612	30.00157463	n/a
RAF2-2	13.5225	25.8181	37.07455867	n/a
RAF2-3	14.0033	29.2988	42.1394276	n/a
RAF2-4	17.041	32.7147	47.73467068	n/a
RAF3-1	13.0939	17.3321	10.01216761	n/a
RAF3-2	16.3145	22.7271	14.24447545	n/a
RAF3-3	18.1049	26.8266	19.04905613	n/a
RAF3-4	21.6626	29.3661	24.06051612	n/a
RAF4-1	23.8502	29.6938	30.14793329	n/a
RAF4-2	31.5519	31.0431	35.86693694	n/a
RAF4-3	40.098	34.5463	37.63292385	n/a
RAF4-4	48.4052	34.0685	38.0767373	n/a
RAF5-1	15.9834	30.4612	1.603580421	n/a
RAF5-2	21.7885	32.3012	3.523994978	n/a
RAF5-3	27.9779	33.6807	5.342158686	n/a
RAF5-4	35.5833	33.9126	5.824463261	n/a
RAF6-1	19.762	33.9438	15.69950681	n/a
RAF6-2	25.7654	35.104	17.01921668	n/a
RAF6-3	33.04	36.705	18.59110208	n/a
RAF6-4	41.349	37.0544	18.48974483	n/a
RPF10-1	22.1731	21.5167	17.61105864	n/a
RPF10-2	28.0218	22.0738	19.9872092	n/a
RPF10-3	35.2973	22.5237	21.94117024	n/a
RPF10-4	42.4144	21.9779	22.74116313	n/a
RPF7-1	12.7482	6.54366	46.04384265	n/a
RPF7-2	15.2967	5.03676	53.05984398	n/a
RPF7-3	17.6132	3.89665	59.48072056	n/a
RPF7-4	21.9632	4.58814	63.30473648	n/a
RPF8-1	7.9362	21.1213	28.93959589	n/a
RPF8-2	9.54219	22.4416	35.57642785	n/a
RPF8-3	12.4421	22.1894	38.20368297	n/a
RPF8-4	17.8522	21.3278	41.78644278	n/a
RPF9-1	17.6982	27.8976	27.32600803	n/a
RPF9-2	22.325	26.0995	30.30483809	n/a
RPF9-3	29.6877	24.722	35.08854648	n/a
RPF9-4	38.0419	26.8185	38.71055972	n/a
RT11-1	41.8474	-27.2777	-15.00074532	n/a
RT11-2	46.8714	-28.4344	-15.38387299	n/a
RT11-3	54.8495	-28.9096	-14.01818635	n/a
RT11-4	63.1597	-28.4055	-12.80191422	n/a
RT11-5	68.8787	-26.6295	-12.92550742	n/a
RT11-6	74.0067	-25.2472	-12.7284876	n/a
RT11-7	79.6161	-24.6028	-12.49546554	n/a
RT11-8	85.179	-24.8104	-12.31208706	n/a
RT12-1	42.1457	-18.1303	-13.25787537	n/a
RT12-2	46.6783	-15.4071	-15.80428259	n/a
RT12-3	54.6516	-13.0575	-11.85035964	n/a
RT12-4	59.8326	-10.4472	-9.678956618	n/a
RT13-1	33.1693	-22.1892	0.551128166	n/a
RT13-2	42.0924	-22.4684	-0.904767023	n/a
RT13-3	48.2543	-21.3953	0.348031559	n/a
RT13-4	53.5867	-20.2738	1.48629083	n/a
RT13-5	58.728	-18.85	1.381033624	n/a
RT13-6	63.4712	-17.9051	2.647286151	n/a
