filename	acq_time
ieeg/sub-HUP166_ses-presurgery_task-ictal_acq-seeg_run-01_ieeg.edf	2022-08-28T22:47:54.000000Z
ieeg/sub-HUP166_ses-presurgery_task-ictal_acq-seeg_run-02_ieeg.edf	2022-08-28T22:47:59.000000Z
ieeg/sub-HUP166_ses-presurgery_task-interictal_acq-seeg_run-01_ieeg.edf	2022-08-28T22:59:06.000000Z
ieeg/sub-HUP166_ses-presurgery_task-interictal_acq-seeg_run-02_ieeg.edf	2022-08-28T22:59:12.000000Z
